Branch,Process,Unit,Equipment Model,Equipment,Operator,Engine On (h),Average RPM,Effective Average Speed (km/h),Average Consumption (l/h),Average Consumption (l/ha)
CAPINÓPOLIS - MG,SEMEIO MEC PLANTADEIRA,241 - CAPINÓPOLIS - PLANTIO MECANIZADO (DISTRIBUIDORA),TRATOR JOHN DEERE 6190J,62215 - TRATOR JOHN DEERE 6190J,601317 - PEDRO LAZARO DE OLIVEIRA NETO,5.1,1568.5,5.0,10.70,27.28
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62506 - COLHEDORA JOHN DEERE CH570,600971 - JOSAIL BERNARDO DA SILVA JUNIOR,5.1,2042.2,4.4,38.76,107.98
CAPINÓPOLIS - MG,GRADAGEM PESADA,401 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62218 - TRATOR JOHN DEERE 7230J,600383 - RICARDO RODRIGUES DOS SANTOS,5.1,1707.6,4.8,18.45,
CAPINÓPOLIS - MG,SEMEIO MEC PLANTADEIRA,241 - CAPINÓPOLIS - PLANTIO MECANIZADO (DISTRIBUIDORA),TRATOR JOHN DEERE 6190J,62250 - TRATOR JOHN DEERE 6190J,601580 - TIAGO ARAUJO DA SILVA,5.1,1326.5,3.8,,
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,261 - PLANTIO PLANTADEIRA,TRATOR JOHN DEERE 7230J,62204 - TRATOR JOHN DEERE 7230J,600610 - JEFERSON PEREIRA DOS SANTOS,5.1,1856.8,4.8,15.69,50.50
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62516 - COLHEDORA JOHN DEERE CH570,601666 - RAFAEL REIS SILVA,5.1,1994.1,3.5,37.94,103.64
CAPINÓPOLIS - MG,SUBSOLAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62501 - COLHEDORA JOHN DEERE CH570,359757 - CLAUDIO MARCIO DOS SANTOS,5.1,1989.7,2.7,6.74,
CAPINÓPOLIS - MG,SULCAGEM,263 - SULCADOR,TRATOR JOHN DEERE 7230J,62248 - TRATOR JOHN DEERE 7230J,601189 - PAULO DA SILVA,5.1,1759.7,4.4,16.31,
CAPINÓPOLIS - MG,GRADAGEM PESADA,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62204 - TRATOR JOHN DEERE 7230J,600976 - THIAGO HENRIQUE FERNANDES DA SILVA,5.1,1750.7,4.6,22.92,41.61
CAPINÓPOLIS - MG,SULCAGEM,263 - SULCADOR,TRATOR JOHN DEERE 7230J,62228 - TRATOR JOHN DEERE 7230J,359719 - CLEUDILSON TARGINO DA SILVA,5.1,1686.2,5.8,13.83,42.11
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - PLANTIO,341 - FRENTE 5,COLHEDORA JOHN DEERE CH570,62506 - COLHEDORA JOHN DEERE CH570,'-1 - * não definido *,5.1,1900.8,4.1,35.38,89.43
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62504 - COLHEDORA JOHN DEERE CH570,600648 - LUCAS FELIX DA SILVA,5.1,1948.1,2.6,29.54,101.75
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,82 - Frente 2,COLHEDORA JOHN DEERE CH570,62509 - COLHEDORA JOHN DEERE CH570,359711 - JOAO LUIZ JANUARIO DA SILVA,5.1,1795.9,3.1,28.09,104.30
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - PLANTIO,341 - FRENTE 5,COLHEDORA JOHN DEERE CH570,62514 - COLHEDORA JOHN DEERE CH570,601665 - DIVINO APARECIDO DE FREITAS JUNIOR,5.0,1930.6,4.9,37.20,71.22
CAPINÓPOLIS - MG,SULCAGEM,261 - PLANTIO PLANTADEIRA,TRATOR JOHN DEERE 7230J,62248 - TRATOR JOHN DEERE 7230J,601116 - RICARDO TAVARES DO NASCIMENTO,5.0,1796.2,4.9,14.13,
CAPINÓPOLIS - MG,GRADAGEM PESADA,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62227 - TRATOR JOHN DEERE 7230J,359423 - JEFFERSON LEAL MACHADO,5.0,1801.9,4.8,19.40,21.68
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,301 - TRATORES,TRATOR JOHN DEERE 7230J,62204 - TRATOR JOHN DEERE 7230J,600930 - DIONATA LEONEL AMORIM SILVA,5.0,1812.5,4.1,17.75,
CAPINÓPOLIS - MG,GRADAGEM PESADA,361 - LOCALIZADA,TRATOR JOHN DEERE 7230J,62219 - TRATOR JOHN DEERE 7230J,359659 - IVAN TARGINO DA SILVA,5.0,,,13.95,
CAPINÓPOLIS - MG,SUBSOLAGEM,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62244 - TRATOR JOHN DEERE 7230J,359209 - ALEXANDRE SERAFIM DE ALMEIDA,5.0,1808.5,2.8,18.93,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,342 - COLHEDORAS,COLHEDORA JOHN DEERE CH570,62507 - COLHEDORA JOHN DEERE CH570,601197 - LUIZ FERNANDO DA SILVA,5.0,,,14.76,
CAPINÓPOLIS - MG,SULCAGEM,182 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62247 - TRATOR JOHN DEERE 7230J,600834 - SILENE LEANDRO DOS SANTOS,5.0,1642.9,6.0,24.38,34.51
CAPINÓPOLIS - MG,VINHACA ENRIQ- 1 APLICACAO,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62237 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,5.0,1873.3,3.6,4.26,
CAPINÓPOLIS - MG,SUBSOLAGEM,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62227 - TRATOR JOHN DEERE 7230J,600394 - SERGIO BARBOSA PEREIRA,5.0,1987.7,5.7,25.23,19.33
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,261 - PLANTIO PLANTADEIRA,TRATOR JOHN DEERE 7230J,62252 - TRATOR JOHN DEERE 7230J,600356 - DENNER RALF DA SILVA,5.0,1891.4,5.9,13.67,29.47
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,201 - FRENTE 4,COLHEDORA JOHN DEERE CH570,62505 - COLHEDORA JOHN DEERE CH570,601495 - FLAVIO DOS SANTOS SILVA,5.0,,,22.91,
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,301 - TRATORES,TRATOR JOHN DEERE 7230J,62204 - TRATOR JOHN DEERE 7230J,359731 - RENIEL VIEIRA DE BARROS,5.0,1834.3,5.2,13.95,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62515 - COLHEDORA JOHN DEERE CH570,600988 - DANIELA MARTINS PEREIRA,5.0,1711.5,2.7,26.00,128.42
CAPINÓPOLIS - MG,SULCAGEM,182 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62247 - TRATOR JOHN DEERE 7230J,600383 - RICARDO RODRIGUES DOS SANTOS,5.0,1773.7,5.9,25.81,34.27
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,301 - TRATORES,TRATOR JOHN DEERE 7230J,62204 - TRATOR JOHN DEERE 7230J,600601 - DIEGO SILVA SANTOS,5.0,1694.7,3.9,11.06,
CAPINÓPOLIS - MG,SUBSOLAGEM,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62227 - TRATOR JOHN DEERE 7230J,359659 - IVAN TARGINO DA SILVA,5.0,1811.7,5.9,11.15,24.27
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62507 - COLHEDORA JOHN DEERE CH570,600971 - JOSAIL BERNARDO DA SILVA JUNIOR,5.0,2039.1,3.2,42.52,120.68
CAPINÓPOLIS - MG,GRADAGEM PESADA,401 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62218 - TRATOR JOHN DEERE 7230J,600259 - EDILSON MIRANDA DA SILVA,5.0,1706.2,4.2,13.93,
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62249 - TRATOR JOHN DEERE 7230J,359665 - LEANDRO LUIS DA SILVA,5.0,,,18.46,
CAPINÓPOLIS - MG,VINHACA ENRIQ- 3 APLICACAO,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62229 - TRATOR JOHN DEERE 7230J,359235 - FAGNER RODRIGUES DA SILVA,5.0,1594.5,6.2,10.57,15.80
CAPINÓPOLIS - MG,GRADAGEM PESADA,81 - Frente 1,TRATOR JOHN DEERE 7230J,62237 - TRATOR JOHN DEERE 7230J,601670 - GUSTAVO FREITAS MORAES VILELA FRANCO,4.9,1658.4,5.1,23.19,
CAPINÓPOLIS - MG,SUBSOLAGEM,81 - Frente 1,TRATOR JOHN DEERE 7230J,62235 - TRATOR JOHN DEERE 7230J,601780 - AFRANIO JULIO PEREIRA ALVES,4.9,1466.5,4.6,8.48,
CAPINÓPOLIS - MG,SUBSOLAGEM,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62242 - TRATOR JOHN DEERE 7230J,359236 - FERNANDO GONCALVES DE SOUZA,4.9,1845.7,5.6,20.61,22.31
CAPINÓPOLIS - MG,SULCAGEM,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62249 - TRATOR JOHN DEERE 7230J,601304 - ANDRE SILVIO VILELA,4.9,1595.0,5.0,8.61,
CAPINÓPOLIS - MG,SUBSOLAGEM,142 - PREPARO DE SOLO,COLHEDORA JOHN DEERE CH570,62501 - COLHEDORA JOHN DEERE CH570,359757 - CLAUDIO MARCIO DOS SANTOS,4.9,2010.4,4.7,27.79,47.80
CAPINÓPOLIS - MG,AGUA - 1 APLICACAO,361 - LOCALIZADA,TRATOR JOHN DEERE 7230J,62252 - TRATOR JOHN DEERE 7230J,601136 - VANESSA CASSIA SANTOS DE OLIVEIRA,4.9,1604.1,4.9,14.18,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62507 - COLHEDORA JOHN DEERE CH570,601174 - PEDRO HENRIQUE RAMOS RODRIGUES,4.9,1927.4,4.9,36.27,69.43
CAPINÓPOLIS - MG,SEMEIO MEC PLANTADEIRA,181 - COLHEITA DE MUDA,TRATOR JOHN DEERE 6190J,62250 - TRATOR JOHN DEERE 6190J,359866 - LUCAS RIBEIRO DOS SANTOS,4.9,1527.9,5.3,,
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,301 - TRATORES,TRATOR JOHN DEERE 7230J,62252 - TRATOR JOHN DEERE 7230J,601126 - MELISSA SOARES DA SILVA,4.9,1641.5,5.6,13.90,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - PLANTIO,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62517 - COLHEDORA JOHN DEERE CH570,359256 - ALEXANDRE OLIONES NOGUEIRA SILVA,4.9,1620.1,4.8,28.78,53.40
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62242 - TRATOR JOHN DEERE 7230J,600277 - PEDRO HENRIQUE RODRIGUES ZUMBA,4.9,1712.5,4.9,18.04,54.26
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,81 - Frente 1,TRATOR JOHN DEERE 7230J,62252 - TRATOR JOHN DEERE 7230J,601580 - TIAGO ARAUJO DA SILVA,4.9,1690.4,5.5,13.38,
CAPINÓPOLIS - MG,GRADAGEM PESADA,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62227 - TRATOR JOHN DEERE 7230J,359236 - FERNANDO GONCALVES DE SOUZA,4.9,,,11.67,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62502 - COLHEDORA JOHN DEERE CH570,359266 - FRANCISCO DE ASSIS DE CASTRO SILVA,4.9,1901.5,5.4,39.23,57.73
CAPINÓPOLIS - MG,SULCAGEM,263 - SULCADOR,TRATOR JOHN DEERE 7230J,62247 - TRATOR JOHN DEERE 7230J,999999 - OPERADOR GENÉRICO,4.9,1288.4,13.7,5.77,
CAPINÓPOLIS - MG,SULCAGEM,261 - PLANTIO PLANTADEIRA,TRATOR JOHN DEERE 7230J,62249 - TRATOR JOHN DEERE 7230J,600401 - GENIVALDO MESSIAS DOS SANTOS,4.9,1750.7,6.3,12.40,32.49
CAPINÓPOLIS - MG,SUBSOLAGEM,82 - Frente 2,TRATOR JOHN DEERE 7230J,62242 - TRATOR JOHN DEERE 7230J,601126 - MELISSA SOARES DA SILVA,4.9,1743.7,6.2,15.65,
CAPINÓPOLIS - MG,GRADAGEM PESADA,'-1 - * não definido *,TRATOR JOHN DEERE 7230J,62263 - TRATOR JOHN DEERE 7M230,601670 - GUSTAVO FREITAS MORAES VILELA FRANCO,4.9,1855.2,5.8,32.14,22.14
CAPINÓPOLIS - MG,SUBSOLAGEM,401 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62264 - TRATOR JOHN DEERE 7M230,601670 - GUSTAVO FREITAS MORAES VILELA FRANCO,4.9,1849.0,5.0,26.05,29.92
CAPINÓPOLIS - MG,SUBSOLAGEM,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62242 - TRATOR JOHN DEERE 7230J,359603 - SILVIO DANTAS DE MEDEIROS,4.9,1790.5,4.4,24.77,25.99
CAPINÓPOLIS - MG,SUBSOLAGEM,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 6190J,62217 - TRATOR JOHN DEERE 6190J,600896 - ADRIANO TORQUATO DOS SANTOS JUNIOR,4.9,866.5,4.7,2.50,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62505 - COLHEDORA JOHN DEERE CH570,600293 - CICERO MESSIAS DE OLIVEIRA,4.9,1996.3,4.6,31.15,68.93
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,201 - FRENTE 4,COLHEDORA JOHN DEERE CH570,62509 - COLHEDORA JOHN DEERE CH570,601666 - RAFAEL REIS SILVA,4.9,1948.2,4.7,43.64,80.04
CAPINÓPOLIS - MG,GRADAGEM PESADA,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62245 - TRATOR JOHN DEERE 7230J,600609 - ELISEU ARAUJO DOS SANTOS,4.9,1753.6,4.9,24.47,24.50
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62219 - TRATOR JOHN DEERE 7230J,359256 - ALEXANDRE OLIONES NOGUEIRA SILVA,4.9,,,13.69,
CAPINÓPOLIS - MG,AGUA - 1 APLICACAO,301 - TRATORES,TRATOR JOHN DEERE 7230J,62236 - TRATOR JOHN DEERE 7230J,601670 - GUSTAVO FREITAS MORAES VILELA FRANCO,4.9,1522.7,5.0,11.08,
CAPINÓPOLIS - MG,SEMEIO MEC PLANTADEIRA,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 6190J,62217 - TRATOR JOHN DEERE 6190J,359931 - RAFAEL FERREIRA DA SILVA,4.9,1859.1,5.6,10.41,28.12
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,82 - Frente 2,COLHEDORA JOHN DEERE CH570,62510 - COLHEDORA JOHN DEERE CH570,601311 - JOSE ADRIANO DA SILVA SANTOS,4.9,1648.9,3.8,23.01,51.66
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62520 - COLHEDORA JOHN DEERE CH570,601671 - JOSE APARECIDO OLIONES NOGUEIRA,4.9,1950.4,3.6,33.95,84.50
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,82 - Frente 2,COLHEDORA JOHN DEERE CH570,62511 - COLHEDORA JOHN DEERE CH570,359787 - JOSE PAULO DA SILVA,4.9,1632.3,3.0,22.80,
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,81 - Frente 1,TRATOR JOHN DEERE 7230J,62249 - TRATOR JOHN DEERE 7230J,359872 - GUILHERME APARECIDO RODRIGUES DOS SANTOS,4.8,1846.7,4.9,17.23,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62519 - COLHEDORA JOHN DEERE CH570,601306 - DIEGO VINICIOS SILVA COSTA,4.8,1637.4,5.4,28.67,40.22
CAPINÓPOLIS - MG,GRADAGEM PESADA,401 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62219 - TRATOR JOHN DEERE 7230J,601506 - LUIZ OTAVIO ARAUJO BORGES,4.8,1707.6,4.5,20.65,
CAPINÓPOLIS - MG,GRADAGEM PESADA,263 - SULCADOR,TRATOR JOHN DEERE 6190J,62260 - TRATOR JOHN DEERE 6190J,600953 - MAURILIA MARIA DOS SANTOS,4.8,1831.1,4.7,14.21,22.39
CAPINÓPOLIS - MG,GRADAGEM PESADA,401 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62263 - TRATOR JOHN DEERE 7M230,602290 - EDILSON PEREIRA DA SILVA,4.8,1793.4,4.2,25.57,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62505 - COLHEDORA JOHN DEERE CH570,359236 - FERNANDO GONCALVES DE SOUZA,4.8,1899.9,4.1,38.44,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,82 - Frente 2,COLHEDORA JOHN DEERE CH570,62511 - COLHEDORA JOHN DEERE CH570,600943 - MANOEL MESSIAS DA SILVA,4.8,1638.4,4.4,23.09,55.48
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62508 - COLHEDORA JOHN DEERE CH570,359665 - LEANDRO LUIS DA SILVA,4.8,2015.8,4.8,41.95,70.43
CAPINÓPOLIS - MG,GRADAGEM PESADA,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62227 - TRATOR JOHN DEERE 7230J,600844 - JOAO PAULO RIBEIRO SANTANA,4.8,1649.5,5.0,12.12,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62509 - COLHEDORA JOHN DEERE CH570,600894 - CESAR VIEIRA MARTINS,4.8,1650.3,3.1,29.25,
CAPINÓPOLIS - MG,SUBSOLAGEM,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62242 - TRATOR JOHN DEERE 7230J,600167 - BRUNO HENRIQUE OLIVEIRA SANTOS,4.8,1856.4,4.3,22.75,
CAPINÓPOLIS - MG,SUBSOLAGEM,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 6190J,62217 - TRATOR JOHN DEERE 6190J,'-1 - * não definido *,4.8,1250.0,7.7,12.39,
CAPINÓPOLIS - MG,GRADAGEM PESADA,141 - CAPINÓPOLIS - FRENTE PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62247 - TRATOR JOHN DEERE 7230J,601044 - ANGELO GABRIEL DA SILVA SOUZA,4.8,,,18.48,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,341 - FRENTE 5,COLHEDORA JOHN DEERE CH570,62506 - COLHEDORA JOHN DEERE CH570,601495 - FLAVIO DOS SANTOS SILVA,4.8,1732.5,3.0,28.75,
CAPINÓPOLIS - MG,SULCAGEM,182 - PREPARO DE SOLO,TRATOR JOHN DEERE 6190J,62260 - TRATOR JOHN DEERE 6190J,601131 - RAULENNE APARECIDA VILELA DA SILVA,4.8,,,8.69,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62504 - COLHEDORA JOHN DEERE CH570,600293 - CICERO MESSIAS DE OLIVEIRA,4.8,1900.5,3.5,44.19,108.34
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - PLANTIO,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62515 - COLHEDORA JOHN DEERE CH570,359266 - FRANCISCO DE ASSIS DE CASTRO SILVA,4.8,1776.8,4.4,33.40,66.66
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62508 - COLHEDORA JOHN DEERE CH570,602072 - ROBERTO FERNANDO DA ROCHA,4.8,1758.1,4.7,29.82,58.00
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62235 - TRATOR JOHN DEERE 7230J,359653 - GENIVALDO DA SILVA QUEIROZ,4.8,,,18.34,
CAPINÓPOLIS - MG,SEMEIO MEC PLANTADEIRA,241 - CAPINÓPOLIS - PLANTIO MECANIZADO (DISTRIBUIDORA),TRATOR JOHN DEERE 6190J,62256 - TRATOR JOHN DEERE 6190J,600369 - RICARDO VALERIO DE MEDEIROS,4.8,1850.6,4.8,11.94,
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62234 - TRATOR JOHN DEERE 7230J,600274 - ITAMAR BERNARDES DE AGUIAR,4.8,1972.6,4.8,13.16,
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62218 - TRATOR JOHN DEERE 7230J,600356 - DENNER RALF DA SILVA,4.8,1961.0,6.2,17.17,31.20
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,201 - FRENTE 4,COLHEDORA JOHN DEERE CH570,62507 - COLHEDORA JOHN DEERE CH570,601783 - ALLAN MANOEL DE ARAUJO,4.8,1707.5,4.3,18.81,66.90
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62507 - COLHEDORA JOHN DEERE CH570,359209 - ALEXANDRE SERAFIM DE ALMEIDA,4.7,1856.1,4.3,42.13,83.95
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,341 - FRENTE 5,COLHEDORA JOHN DEERE CH570,62514 - COLHEDORA JOHN DEERE CH570,600404 - PAULO FERNANDO DA SILVA,4.7,1846.5,3.6,36.22,98.44
CAPINÓPOLIS - MG,GRADAGEM PESADA,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62249 - TRATOR JOHN DEERE 7230J,359872 - GUILHERME APARECIDO RODRIGUES DOS SANTOS,4.7,1676.8,11.2,18.01,49.88
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62500 - COLHEDORA JOHN DEERE CH570,359512 - CELIO DA SILVA BARBOSA,4.7,2014.9,4.7,41.65,88.99
CAPINÓPOLIS - MG,GRADAGEM PESADA,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62227 - TRATOR JOHN DEERE 7230J,600189 - JESSICA GOMES DE LUCENA,4.7,1537.3,7.4,7.50,
CAPINÓPOLIS - MG,GRADAGEM PESADA,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62232 - TRATOR JOHN DEERE 7230J,601043 - JOSE LUCIANO DOS SANTOS DA CONCEICAO,4.7,1773.2,5.1,25.45,29.26
CAPINÓPOLIS - MG,3 GRADAGEM NIVELADORA,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62237 - TRATOR JOHN DEERE 7230J,600259 - EDILSON MIRANDA DA SILVA,4.7,1791.2,3.5,13.99,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,82 - Frente 2,COLHEDORA JOHN DEERE CH570,62510 - COLHEDORA JOHN DEERE CH570,359616 - MURILO JORGE ROCHA DO NASCIMENTO,4.7,1984.6,3.6,36.53,87.33
CAPINÓPOLIS - MG,VINHACA ENRIQ- 1 APLICACAO,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62219 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,4.7,,,18.35,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,82 - Frente 2,TRATOR JOHN DEERE 7230J,62246 - TRATOR JOHN DEERE 7230J,600809 - PEDRO HENRIQUE NUNES DA SILVA,4.7,,,17.32,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62505 - COLHEDORA JOHN DEERE CH570,600950 - ISAAC GABRIEL REZENDE BEZERRA,4.7,1638.0,4.6,28.92,48.61
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,341 - FRENTE 5,COLHEDORA JOHN DEERE CH570,62506 - COLHEDORA JOHN DEERE CH570,601007 - LUIS FERNANDO DA SILVA ANDRADE,4.7,1619.7,4.3,26.47,64.98
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,341 - FRENTE 5,COLHEDORA JOHN DEERE CH570,62507 - COLHEDORA JOHN DEERE CH570,601657 - RAFAEL BARBOZA QUEIROZ,4.7,,,23.99,
CAPINÓPOLIS - MG,VINHACA ENRIQ- 1 APLICACAO,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62229 - TRATOR JOHN DEERE 7230J,601254 - JORGE GONCALVES DA SILVA,4.7,1612.8,5.3,9.52,10.05
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,401 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62233 - TRATOR JOHN DEERE 7230J,601760 - RUANDERSON MORAIS DA SILVA,4.7,,,8.43,
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,261 - PLANTIO PLANTADEIRA,TRATOR JOHN DEERE 7230J,62252 - TRATOR JOHN DEERE 7230J,359277 - JONATHAN WALLISSON MARTINS MACHADO,4.7,1508.0,6.0,15.20,23.83
CAPINÓPOLIS - MG,SUBSOLAGEM,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,40505 - TRATOR JOHN DEERE 7230J,600934 - JOSE LUCIANO ROMEIRO DA SILVA,4.7,1742.7,5.6,18.97,29.10
CAPINÓPOLIS - MG,SEMEIO MEC PLANTADEIRA,341 - FRENTE 5,TRATOR JOHN DEERE 6190J,62215 - TRATOR JOHN DEERE 6190J,601593 - MARCIO SEBASTIAO DE SOUZA,4.7,,,7.91,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62500 - COLHEDORA JOHN DEERE CH570,601306 - DIEGO VINICIOS SILVA COSTA,4.6,1604.3,3.8,26.46,67.98
CAPINÓPOLIS - MG,SEMEIO MEC PLANTADEIRA,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 6190J,62217 - TRATOR JOHN DEERE 6190J,359784 - DENILSON SILVA MOTA,4.6,,,9.56,
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62246 - TRATOR JOHN DEERE 7230J,359605 - LEANDRO RIBEIRO DA SILVEIRA,4.6,,,18.70,
