Branch,Process,Unit,Equipment Model,Equipment,Operator,Engine On (h),Average RPM,Effective Average Speed (km/h),Average Consumption (l/h),Average Consumption (l/ha)
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,'-1 - * não definido *,TRATOR JOHN DEERE 7230J,62263 - TRATOR JOHN DEERE 7M230,'-1 - * não definido *,0.0,,,2.93,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,342 - COLHEDORAS,COLHEDORA JOHN DEERE CH570,62514 - COLHEDORA JOHN DEERE CH570,359653 - GENIVALDO DA SILVA QUEIROZ,0.0,,,22.81,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,201 - FRENTE 4,COLHEDORA JOHN DEERE CH570,62516 - COLHEDORA JOHN DEERE CH570,600872 - MELISSA DESSOLES DE LIMA,0.0,,,4.38,
* não definido *,SUBSOLAGEM,'-1 - * não definido *,TRATOR JOHN DEERE 7230J,62264 - TRATOR JOHN DEERE 7M230,600383 - RICARDO RODRIGUES DOS SANTOS,0.0,,,0.12,
CAPINÓPOLIS - MG,AGUA - 1 APLICACAO,301 - TRATORES,TRATOR JOHN DEERE 7230J,62218 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,0.0,,,4.21,
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,241 - CAPINÓPOLIS - PLANTIO MECANIZADO (DISTRIBUIDORA),TRATOR JOHN DEERE 6190J,62217 - TRATOR JOHN DEERE 6190J,600401 - GENIVALDO MESSIAS DOS SANTOS,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62521 - COLHEDORA JOHN DEERE CH570,600293 - CICERO MESSIAS DE OLIVEIRA,0.0,,,5.03,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62517 - COLHEDORA JOHN DEERE CH570,601914 - EMANOEL DOS SANTOS SILVA,0.0,,,1.74,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62235 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,0.0,,,3.40,
CAPINÓPOLIS - MG,SEMEIO MEC PLANTADEIRA,281 - COLHEITA DE MUDA,TRATOR JOHN DEERE 6190J,62250 - TRATOR JOHN DEERE 6190J,601116 - RICARDO TAVARES DO NASCIMENTO,0.0,,,,
CAPINÓPOLIS - MG,VINHACA - 1 APLICACAO,361 - LOCALIZADA,TRATOR JOHN DEERE 7230J,62218 - TRATOR JOHN DEERE 7230J,601701 - PEDRO MARCONDES SANTANA LIMA PEREIRA,0.0,,,15.13,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 6190J,62220 - TRATOR JOHN DEERE 6190J,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,241 - CAPINÓPOLIS - PLANTIO MECANIZADO (DISTRIBUIDORA),TRATOR JOHN DEERE 6190J,62257 - TRATOR JOHN DEERE 6190J,601495 - FLAVIO DOS SANTOS SILVA,0.0,,,14.92,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62219 - TRATOR JOHN DEERE 7230J,60087 - MARCOS ROBERTO FRANCO FERREIRA,0.0,,,3.41,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,201 - FRENTE 4,COLHEDORA JOHN DEERE CH570,62504 - COLHEDORA JOHN DEERE CH570,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,301 - TRATORES,TRATOR JOHN DEERE 7230J,62241 - TRATOR JOHN DEERE 7230J,359229 - EDER LINHAES SILVA,0.0,,,0.33,
CAPINÓPOLIS - MG,SEMEIO MEC PLANTADEIRA,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 6190J,62250 - TRATOR JOHN DEERE 6190J,600851 - SEVERINO DE MOURA MARQUES,0.0,,,2.16,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - PLANTIO,181 - COLHEITA DE MUDA,COLHEDORA JOHN DEERE CH570,62505 - COLHEDORA JOHN DEERE CH570,359913 - MARIO ARTUR SICUNDINO SOUTO,0.0,,,4.77,
CAPINÓPOLIS - MG,SULCAGEM,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62228 - TRATOR JOHN DEERE 7230J,600435 - JOSE ANTONIO DOS SANTOS JUNIOR,0.0,,,0.39,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62229 - TRATOR JOHN DEERE 7230J,359784 - DENILSON SILVA MOTA,0.0,,,0.05,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62244 - TRATOR JOHN DEERE 7230J,600277 - PEDRO HENRIQUE RODRIGUES ZUMBA,0.0,,,5.56,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - PLANTIO,201 - FRENTE 4,COLHEDORA JOHN DEERE CH570,62507 - COLHEDORA JOHN DEERE CH570,'-1 - * não definido *,0.0,,,4.60,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,82 - Frente 2,COLHEDORA JOHN DEERE CH570,52501 - COLHEDORA JOHN DEERE CH570,'-1 - * não definido *,0.0,,,1.37,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,301 - TRATORES,TRATOR JOHN DEERE 7230J,62236 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,0.0,,,2.44,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - PLANTIO,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62509 - COLHEDORA JOHN DEERE CH570,'-1 - * não definido *,0.0,,,5.92,
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,301 - TRATORES,TRATOR JOHN DEERE 7230J,62249 - TRATOR JOHN DEERE 7230J,601530 - LUCAS HENRIQUE MARTINS DE MEDEIROS,0.0,,,0.83,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62504 - COLHEDORA JOHN DEERE CH570,359684 - CLEITON ALISSON MARTINS,0.0,,,6.55,
CAPINÓPOLIS - MG,VINHACA - 1 APLICACAO,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62252 - TRATOR JOHN DEERE 7230J,601133 - MARCONE TOMAZ FLAUSINO FRANCO,0.0,,,7.06,
CAPINÓPOLIS - MG,SEMEIO MEC PLANTADEIRA,281 - COLHEITA DE MUDA,TRATOR JOHN DEERE 6190J,62250 - TRATOR JOHN DEERE 6190J,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,SUBSOLAGEM,83 - Frente 3,TRATOR JOHN DEERE 7230J,62204 - TRATOR JOHN DEERE 7230J,600845 - FRANCISCO DE ASSIS DE ARAUJO,0.0,,,8.17,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,342 - COLHEDORAS,COLHEDORA JOHN DEERE CH570,62515 - COLHEDORA JOHN DEERE CH570,'-1 - * não definido *,0.0,,,1.27,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,401 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62266 - TRATOR JOHN DEERE 7M230,359641 - OLIVEIRA JOSE DE MEDEIROS,0.0,,,8.15,
CAPINÓPOLIS - MG,SUBSOLAGEM,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 6190J,62203 - TRATOR JOHN DEERE 6190J,999999 - OPERADOR GENÉRICO,0.0,,,0.29,
CAPINÓPOLIS - MG,SUBSOLAGEM,83 - Frente 3,TRATOR JOHN DEERE 7230J,62243 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,0.0,,,2.55,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62507 - COLHEDORA JOHN DEERE CH570,359887 - WILLIAM ANTONIO FERREIRA,0.0,,,14.17,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,141 - CAPINÓPOLIS - FRENTE PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62233 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,83 - Frente 3,TRATOR JOHN DEERE 7230J,62243 - TRATOR JOHN DEERE 7230J,600740 - DOUGLAS MALDONATTO DOS SANTOS,0.0,,,0.91,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,82 - Frente 2,COLHEDORA JOHN DEERE CH570,62501 - COLHEDORA JOHN DEERE CH570,600846 - JERI ADRIANO FELIX DE LIMA,0.0,,,0.07,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,83 - Frente 3,TRATOR JOHN DEERE 7230J,62244 - TRATOR JOHN DEERE 7230J,601691 - CLAUDIO BEZERRA DA SILVA,0.0,,,1.95,
CAPINÓPOLIS - MG,VINHACA - 1 APLICACAO,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62229 - TRATOR JOHN DEERE 7230J,600259 - EDILSON MIRANDA DA SILVA,0.0,,,0.07,
CAPINÓPOLIS - MG,GRADAGEM PESADA,81 - Frente 1,TRATOR JOHN DEERE 7230J,62245 - TRATOR JOHN DEERE 7230J,600765 - RODRIGO GOMES VILARINHO,0.0,,,0.03,
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,401 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62219 - TRATOR JOHN DEERE 7230J,359659 - IVAN TARGINO DA SILVA,0.0,,,27.70,
CAPINÓPOLIS - MG,SEMEIO MEC PLANTADEIRA,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62218 - TRATOR JOHN DEERE 7230J,601171 - CLEIBER CARLOS SILVA,0.0,,,33.25,
CAPINÓPOLIS - MG,VINHACA - 1 APLICACAO,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62229 - TRATOR JOHN DEERE 7230J,999999 - OPERADOR GENÉRICO,0.0,,,0.13,
CAPINÓPOLIS - MG,GRADAGEM PESADA,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62236 - TRATOR JOHN DEERE 7230J,359913 - MARIO ARTUR SICUNDINO SOUTO,0.0,,,2.43,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62506 - COLHEDORA JOHN DEERE CH570,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,3 GRADAGEM NIVELADORA,81 - Frente 1,TRATOR JOHN DEERE 7230J,62238 - TRATOR JOHN DEERE 7230J,999999 - OPERADOR GENÉRICO,0.0,,,0.02,
CAPINÓPOLIS - MG,SEMEIO MEC PLANTADEIRA,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 6190J,62203 - TRATOR JOHN DEERE 6190J,600898 - EDVALDO DE SALES SOUZA,0.0,,,0.05,
CAPINÓPOLIS - MG,SUBSOLAGEM,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62246 - TRATOR JOHN DEERE 7230J,359859 - UALAS ALVES DA SILVA,0.0,,,33.43,
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,'-1 - * não definido *,JOHN DEERE 5090E,62207 - TRATOR IRRIGAÇÃO,600401 - GENIVALDO MESSIAS DOS SANTOS,0.0,770.0,0.0,,
CAPINÓPOLIS - MG,GRADAGEM PESADA,182 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62242 - TRATOR JOHN DEERE 7230J,600867 - GLADSON TELES DOS SANTOS,0.0,,,0.09,
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,341 - FRENTE 5,TRATOR JOHN DEERE 6190J,62217 - TRATOR JOHN DEERE 6190J,601129 - GISELE RENATA DE FARIA,0.0,,,0.34,
CAPINÓPOLIS - MG,SULCAGEM,82 - Frente 2,TRATOR JOHN DEERE 7230J,62248 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,0.0,,,4.36,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62518 - COLHEDORA JOHN DEERE CH570,359256 - ALEXANDRE OLIONES NOGUEIRA SILVA,0.0,,,3.94,
* não definido *,GRADAGEM PESADA,'-1 - * não definido *,TRATOR JOHN DEERE 7230J,62265 - TRATOR JOHN DEERE 7M230,'-1 - * não definido *,0.0,,,3.04,
CAPINÓPOLIS - MG,SEMEIO MEC PLANTADEIRA,241 - CAPINÓPOLIS - PLANTIO MECANIZADO (DISTRIBUIDORA),TRATOR JOHN DEERE 6190J,62215 - TRATOR JOHN DEERE 6190J,600400 - CLEITON MARCELINO BARROS,0.0,,,0.10,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62235 - TRATOR JOHN DEERE 7230J,600383 - RICARDO RODRIGUES DOS SANTOS,0.0,,,0.07,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,82 - Frente 2,COLHEDORA JOHN DEERE CH570,52501 - COLHEDORA JOHN DEERE CH570,600400 - CLEITON MARCELINO BARROS,0.0,,,4.39,
CAPINÓPOLIS - MG,GRADAGEM PESADA,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62219 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,0.0,1229.5,3.3,5.10,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,241 - CAPINÓPOLIS - PLANTIO MECANIZADO (DISTRIBUIDORA),TRATOR JOHN DEERE 6190J,62215 - TRATOR JOHN DEERE 6190J,600294 - TIAGO SOARES DA SILVA,0.0,,,1.98,
CAPINÓPOLIS - MG,VINHACA - 1 APLICACAO,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62249 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,0.0,,,8.46,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,83 - Frente 3,TRATOR JOHN DEERE 7230J,62244 - TRATOR JOHN DEERE 7230J,359653 - GENIVALDO DA SILVA QUEIROZ,0.0,,,0.07,
CAPINÓPOLIS - MG,VINHACA - 2 APLICACAO,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62218 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,0.0,,,4.21,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,361 - LOCALIZADA,TRATOR JOHN DEERE 7230J,62219 - TRATOR JOHN DEERE 7230J,359697 - EMERSON APARECIDO MENEZES DA SILVA,0.0,,,8.80,
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,241 - CAPINÓPOLIS - PLANTIO MECANIZADO (DISTRIBUIDORA),TRATOR JOHN DEERE 6190J,62250 - TRATOR JOHN DEERE 6190J,359665 - LEANDRO LUIS DA SILVA,0.0,,,,
CAPINÓPOLIS - MG,GRADAGEM PESADA,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62219 - TRATOR JOHN DEERE 7230J,600177 - WELTON FERREIRA DA SILVA,0.0,,,0.18,
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,241 - CAPINÓPOLIS - PLANTIO MECANIZADO (DISTRIBUIDORA),TRATOR JOHN DEERE 6190J,62215 - TRATOR JOHN DEERE 6190J,601531 - RENE SOUTO DE BRITO,0.0,,,2.95,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,241 - CAPINÓPOLIS - PLANTIO MECANIZADO (DISTRIBUIDORA),TRATOR JOHN DEERE 6190J,62256 - TRATOR JOHN DEERE 6190J,601127 - ANTONIO BATISTA NASCIMENTO,0.0,,,2.12,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,201 - FRENTE 4,COLHEDORA JOHN DEERE CH570,62503 - COLHEDORA JOHN DEERE CH570,601504 - JOSE DA SILVA,0.0,,,3.85,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,301 - TRATORES,TRATOR JOHN DEERE 7230J,62244 - TRATOR JOHN DEERE 7230J,359653 - GENIVALDO DA SILVA QUEIROZ,0.0,,,0.04,
CAPINÓPOLIS - MG,SULCAGEM,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62228 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,0.0,2033.8,5.6,39.35,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62244 - TRATOR JOHN DEERE 7230J,601311 - JOSE ADRIANO DA SILVA SANTOS,0.0,,,0.12,
CAPINÓPOLIS - MG,VINHACA ENRIQ- 1 APLICACAO,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62218 - TRATOR JOHN DEERE 7230J,600400 - CLEITON MARCELINO BARROS,0.0,,,1.51,
CAPINÓPOLIS - MG,SEMEIO MEC PLANTADEIRA,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 6190J,62203 - TRATOR JOHN DEERE 6190J,601135 - WELLINGTON SOUSA PEREIRA,0.0,,,0.03,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,82 - Frente 2,TRATOR JOHN DEERE 6190J,32200 - TRATOR JOHN DEERE 6190J,359784 - DENILSON SILVA MOTA,0.0,,,,
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,82 - Frente 2,TRATOR JOHN DEERE 7230J,62242 - TRATOR JOHN DEERE 7230J,359773 - GERALDO LOPES VIEIRA,0.0,,,1.57,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,82 - Frente 2,COLHEDORA JOHN DEERE CH570,62510 - COLHEDORA JOHN DEERE CH570,600763 - RIVANILDO ANDRE DE LIMA,0.0,,,5.01,
CAPINÓPOLIS - MG,GRADAGEM PESADA,81 - Frente 1,TRATOR JOHN DEERE 7230J,62245 - TRATOR JOHN DEERE 7230J,359719 - CLEUDILSON TARGINO DA SILVA,0.0,,,0.01,
CAPINÓPOLIS - MG,SEMEIO MEC PLANTADEIRA,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 6190J,62203 - TRATOR JOHN DEERE 6190J,600953 - MAURILIA MARIA DOS SANTOS,0.0,,,,
CAPINÓPOLIS - MG,VINHACA - 1 APLICACAO,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62229 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,0.0,,,0.01,
CAPINÓPOLIS - MG,VINHACA - 1 APLICACAO,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62229 - TRATOR JOHN DEERE 7230J,359931 - RAFAEL FERREIRA DA SILVA,0.0,,,,
* não definido *,GRADAGEM PESADA,'-1 - * não definido *,TRATOR JOHN DEERE 7230J,62265 - TRATOR JOHN DEERE 7M230,601662 - PATRICIA GISLAINE SILVESTRE DE SOUZA,0.0,,,0.01,
* não definido *,SUBSOLAGEM,'-1 - * não definido *,TRATOR JOHN DEERE 7230J,62264 - TRATOR JOHN DEERE 7M230,601506 - LUIZ OTAVIO ARAUJO BORGES,0.0,1434.0,6.4,16.28,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62240 - TRATOR JOHN DEERE 7230J,600851 - SEVERINO DE MOURA MARQUES,0.0,,,4.02,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,141 - CAPINÓPOLIS - FRENTE PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62242 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,0.0,,,0.04,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,241 - CAPINÓPOLIS - PLANTIO MECANIZADO (DISTRIBUIDORA),TRATOR JOHN DEERE 6190J,62254 - TRATOR JOHN DEERE 6190J,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,241 - CAPINÓPOLIS - PLANTIO MECANIZADO (DISTRIBUIDORA),TRATOR JOHN DEERE 6190J,62254 - TRATOR JOHN DEERE 6190J,600369 - RICARDO VALERIO DE MEDEIROS,0.0,,,0.15,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 6190J,62239 - TRATOR JOHN DEERE 6190J,600896 - ADRIANO TORQUATO DOS SANTOS JUNIOR,0.0,,,0.08,
CAPINÓPOLIS - MG,GRADAGEM PESADA,361 - LOCALIZADA,TRATOR JOHN DEERE 7230J,62219 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,0.0,,,0.01,
CAPINÓPOLIS - MG,GRADAGEM PESADA,301 - TRATORES,TRATOR JOHN DEERE 7230J,62248 - TRATOR JOHN DEERE 7230J,600401 - GENIVALDO MESSIAS DOS SANTOS,0.0,,,0.01,
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,82 - Frente 2,TRATOR JOHN DEERE 7230J,62235 - TRATOR JOHN DEERE 7230J,999999 - OPERADOR GENÉRICO,0.0,,,0.92,
CAPINÓPOLIS - MG,SEMEIO MEC PLANTADEIRA,341 - FRENTE 5,TRATOR JOHN DEERE 6190J,62256 - TRATOR JOHN DEERE 6190J,359664 - ELIELSON ALMEIDA DOS SANTOS,0.0,,,2.09,
CAPINÓPOLIS - MG,SEMEIO MEC PLANTADEIRA,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 6190J,62203 - TRATOR JOHN DEERE 6190J,359229 - EDER LINHAES SILVA,0.0,,,,
CAPINÓPOLIS - MG,SUBSOLAGEM,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,40505 - TRATOR JOHN DEERE 7230J,600935 - WENDSON PEREIRA DA MOTA,0.0,,,0.03,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,342 - COLHEDORAS,COLHEDORA JOHN DEERE CH570,62506 - COLHEDORA JOHN DEERE CH570,359776 - ROOSEWELT GOMES SANTOS,0.0,,,5.55,
* não definido *,* NÃO DEFINIDO *,'-1 - * não definido *,TRATOR JOHN DEERE 7230J,62263 - TRATOR JOHN DEERE 7M230,'-1 - * não definido *,0.0,,,,
* não definido *,* NÃO DEFINIDO *,'-1 - * não definido *,TRATOR JOHN DEERE 7230J,62263 - TRATOR JOHN DEERE 7M230,601652 - JOSE RODRIGUES DE OLIVEIRA FILHO,0.0,,,,
* não definido *,* NÃO DEFINIDO *,'-1 - * não definido *,TRATOR JOHN DEERE 7230J,62266 - TRATOR JOHN DEERE 7M230,'-1 - * não definido *,0.0,,,,
* não definido *,* NÃO DEFINIDO *,'-1 - * não definido *,TRATOR JOHN DEERE 7230J,62266 - TRATOR JOHN DEERE 7M230,359697 - EMERSON APARECIDO MENEZES DA SILVA,0.0,,,,
* não definido *,GRADAGEM PESADA,'-1 - * não definido *,TRATOR JOHN DEERE 7230J,62263 - TRATOR JOHN DEERE 7M230,'-1 - * não definido *,0.0,,,,
* não definido *,IRRIGACAO CONVENCIONAL,'-1 - * não definido *,JOHN DEERE 5090E,62207 - TRATOR IRRIGAÇÃO,'-1 - * não definido *,0.0,,,,
* não definido *,SUBSOLAGEM,'-1 - * não definido *,TRATOR JOHN DEERE 7230J,62264 - TRATOR JOHN DEERE 7M230,'-1 - * não definido *,0.0,,,,
* não definido *,VINHACA ENRIQ- 1 APLICACAO,'-1 - * não definido *,* não definido *,62238    - * não definido *,600277 - PEDRO HENRIQUE RODRIGUES ZUMBA,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,'-1 - * não definido *,JOHN DEERE 5090E,62207 - TRATOR IRRIGAÇÃO,600401 - GENIVALDO MESSIAS DOS SANTOS,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,'-1 - * não definido *,TRATOR JOHN DEERE 7230J,62264 - TRATOR JOHN DEERE 7M230,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,'-1 - * não definido *,TRATOR JOHN DEERE 7230J,62264 - TRATOR JOHN DEERE 7M230,601701 - PEDRO MARCONDES SANTANA LIMA PEREIRA,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,'-1 - * não definido *,TRATOR JOHN DEERE 7230J,62265 - TRATOR JOHN DEERE 7M230,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,141 - CAPINÓPOLIS - FRENTE PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62204 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,141 - CAPINÓPOLIS - FRENTE PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62204 - TRATOR JOHN DEERE 7230J,601129 - GISELE RENATA DE FARIA,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,141 - CAPINÓPOLIS - FRENTE PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62229 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,141 - CAPINÓPOLIS - FRENTE PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62229 - TRATOR JOHN DEERE 7230J,600401 - GENIVALDO MESSIAS DOS SANTOS,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,141 - CAPINÓPOLIS - FRENTE PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62233 - TRATOR JOHN DEERE 7230J,600401 - GENIVALDO MESSIAS DOS SANTOS,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,141 - CAPINÓPOLIS - FRENTE PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62233 - TRATOR JOHN DEERE 7230J,601129 - GISELE RENATA DE FARIA,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,141 - CAPINÓPOLIS - FRENTE PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62237 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,141 - CAPINÓPOLIS - FRENTE PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62237 - TRATOR JOHN DEERE 7230J,600369 - RICARDO VALERIO DE MEDEIROS,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,141 - CAPINÓPOLIS - FRENTE PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62237 - TRATOR JOHN DEERE 7230J,601531 - RENE SOUTO DE BRITO,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,141 - CAPINÓPOLIS - FRENTE PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62242 - TRATOR JOHN DEERE 7230J,359784 - DENILSON SILVA MOTA,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,141 - CAPINÓPOLIS - FRENTE PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62247 - TRATOR JOHN DEERE 7230J,601044 - ANGELO GABRIEL DA SILVA SOUZA,0.0,,,,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,241 - CAPINÓPOLIS - PLANTIO MECANIZADO (DISTRIBUIDORA),TRATOR JOHN DEERE 6190J,62215 - TRATOR JOHN DEERE 6190J,600400 - CLEITON MARCELINO BARROS,0.0,,,,
